"Product ID",SKU,"Matrix ID","Product Code",Name,Description,"Description HTML","Stock Type","Stock Level","Price (RRP)","Trade Price",Categories,Brand,"Product Range",Material,Size,Height,Length,Width,Weight,Colour,Image,"Created At","Updated At","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10"
541,BEAUTYNIGHTBN6191FRANCESCAS/M,2319,BN6191,"BN6191 Beauty Night Francesca S/M","The classic little black dress with a twist! The sexy plunging neckline reveals the red lace soft bra underneath which ties in the centre. Also included is the matching lace string with ajustable sides. Available in black/red. Item comes packaged in a Beauty Night box. ","<p>The classic little black dress with a twist! The sexy plunging neckline reveals the red lace soft bra underneath which ties in the centre. Also included is the matching lace string with ajustable sides. Available in black/red. Item comes packaged in a Beauty Night box. </p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Lingerie Sets,Dresses,Bra Sets","Beauty Night","Beauty Night Francesca Red","88% polyester, 12% elastane",S/M,5,21,15,0.1900,Black/Red,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6191.jpg,"2016-02-12 11:01:10","2017-09-15 16:55:54",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6191.jpg,,,,,,,,,
545,BEAUTYNIGHTBN6198BIANCAS-L,2325,BN6198,"Beauty Night Bianca WhiteOne Size","Sexy brief in soft stretchy transparent tulle and finished with a lace frill and satin ribbon bow at the front. Bianca arrives packaged in a decorative box with a photograph and pull out draw in a heart shape making them ideal as a gift. ","<p>Sexy brief in soft stretchy transparent tulle and finished with a lace frill and satin ribbon bow at the front. Bianca arrives packaged in a decorative box with a photograph and pull out draw in a heart shape making them ideal as a gift. </p>",Discontinued,green,6.9900,3.1000,"Briefs & Thongs,Brief,Beauty Night,Briefs & Thongs,Briefs,Beauty Night","Beauty Night","Beauty Night Bianca","95% Polyamide, 5% Elastane","One Size",3,16,11,0.0600,White,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6198_01.jpg,"2016-02-12 11:01:10","2017-09-15 16:56:07",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6198_01.jpg,,,,,,,,,
546,BEAUTYNIGHTBN6200MIRABELLELXL,2326,BN6200,"Beauty Night Mirabelle Red/BlackL/XL","Mirabelle is a beautiful see through babydoll in red and black featuring a polka dot design. There is a dazzling diamante brooch at the bust with pretty flowing red ribbons. Available in red/black. Matching thong included. Item comes packaged in a Beauty Night box. ","<p>Mirabelle is a beautiful see through babydoll in red and black featuring a polka dot design. There is a dazzling diamante brooch at the bust with pretty flowing red ribbons. Available in red/black. Matching thong included. Item comes packaged in a Beauty Night box. </p>","Stock Line",green,24.9900,12.8100,"Beauty Night,Babydolls,Lingerie Sets,Dresses","Beauty Night","Beauty Night Mirabelle","88% polyester, 12% elastane",L/XL,5,21,15,0.1200,Red/Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6200.jpg,"2016-02-12 11:01:10","2017-09-15 16:56:07",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6200.jpg,,,,,,,,,
547,BEAUTYNIGHTBN6200MIRABELLES/M,2327,BN6200,"Beauty Night Mirabelle Red/BlackS/M","Mirabelle is a beautiful see through babydoll in red and black featuring a polka dot design. There is a dazzling diamante brooch at the bust with pretty flowing red ribbons. Available in red/black. Matching thong included. Item comes packaged in a Beauty Night box. ","<p>Mirabelle is a beautiful see through babydoll in red and black featuring a polka dot design. There is a dazzling diamante brooch at the bust with pretty flowing red ribbons. Available in red/black. Matching thong included. Item comes packaged in a Beauty Night box. </p>","Stock Line",green,24.9900,12.8100,"Beauty Night,Babydolls,Lingerie Sets,Dresses","Beauty Night","Beauty Night Mirabelle","88% polyester, 12% elastane",S/M,5,21,15,0.1200,Red/Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6200.jpg,"2016-02-12 11:01:10","2017-09-15 16:56:12",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6200.jpg,,,,,,,,,
551,BEAUTYNIGHTBN6205ELENAS-L,2331,BN6205,"BN6205 Beauty Night Elena Shorty Brief  S-L(D)","Sexy shorts made from flexible transparent tulle. Trimmed with blue lace at the back and front. Elena shorts have slits at the side which are trimmed with blue thread and adorned with satin bows. These shorts arrived packaged in a decorative box with a photograph and pull out draw in a heart shape making them ideal as a gift.","<p>Sexy shorts made from flexible transparent tulle. Trimmed with blue lace at the back and front. Elena shorts have slits at the side which are trimmed with blue thread and adorned with satin bows. These shorts arrived packaged in a decorative box with a photograph and pull out draw in a heart shape making them ideal as a gift.</p>",Discontinued,green,7.9900,3.7300,"Beauty Night,Briefs & Thongs,Briefs,Beauty Night","Beauty Night","Beauty Night Elena","95% Polyamide, 5% Elastane","One Size",3,16,11,0.0600,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6205.jpg,"2016-02-12 11:01:10","2017-09-15 16:55:54",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6205.jpg,,,,,,,,,
554,BEAUTYNIGHTBN6207LALUNACHEMLXL,2334,BN6207,"Beauty Night La Luna Chemise Blue BlueL/XL","La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in electric blue, edged with black lace on the bust and hemline. Available in black and blue. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in electric blue, edged with black lace on the bust and hemline. Available in black and blue. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Chemises","Beauty Night","Beauty Night La Luna Chemise Blue","88% polyester, 12% elastane",L/XL,5,21,15,0.1500,Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6207.jpg,"2016-02-12 11:01:10","2017-09-15 16:55:54",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6207.jpg,,,,,,,,,
555,BEAUTYNIGHTBN6207LALUNACHEMS/M,2335,BN6207,"Beauty Night La Luna Chemise Blue BlueS/M","La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in electric blue, edged with black lace on the bust and hemline. Available in black and blue. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in electric blue, edged with black lace on the bust and hemline. Available in black and blue. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Chemises","Beauty Night","Beauty Night La Luna Chemise Blue","88% polyester, 12% elastane",S/M,5,21,15,0.1500,Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6207.jpg,"2016-02-12 11:01:10","2017-09-15 16:55:41",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6207.jpg,,,,,,,,,
556,BEAUTYNIGHTBN6208LALUNALXL,2336,BN6208,"Beauty Night La Luna Chemise Purple PurpleL/XL","La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in rich pruple, edged with black lace on the bust and hemline. Available in black and purple. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in rich pruple, edged with black lace on the bust and hemline. Available in black and purple. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>",Discontinued,green,24.9900,12.6000,"Beauty Night,Chemises,Beauty Night","Beauty Night","Beauty Night La Luna Chemise Purple","88% polyester, 12% elastane",L/XL,5,21,15,0.1500,Purple,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6208.jpg,"2016-02-12 11:01:10","2017-09-15 16:56:13",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6208.jpg,,,,,,,,,
557,BEAUTYNIGHTBN6208LALUNAS/M,2337,BN6208,"BN6208 Beauty Night La Luna Chemise Purple S/M  (D)","La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in rich pruple, edged with black lace on the bust and hemline. Available in black and purple. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>La Luna is sensual, alluring and just a little bit raunchy! This stunning chemise is in rich pruple, edged with black lace on the bust and hemline. Available in black and purple. Item comes packaged in a Beauty Night's Box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>",Discontinued,green,24.9900,12.6000,"Beauty Night,Chemises,Beauty Night","Beauty Night","Beauty Night La Luna Chemise Purple","88% polyester, 12% elastane",S/M,5,21,15,0.1500,Purple,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6208.jpg,"2016-02-12 11:01:10","2017-09-15 16:56:16",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6208.jpg,,,,,,,,,
560,BEAUTYNIGHTBN6213LALUTEDBLUELX,2340,BN6213,"BN6213 Beauty Night La Luna Teddy Blue L/XL","La Luna is sensual, alluring and just a little bit raunchy! This stunning open bust teddy is in electric blue, edged with black lace and with a sexy lace up back. Available in black and blue. Item comes packaged in a Beauty Night's Box.","<p>La Luna is sensual, alluring and just a little bit raunchy! This stunning open bust teddy is in electric blue, edged with black lace and with a sexy lace up back. Available in black and blue. Item comes packaged in a Beauty Night's Box.</p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Lingerie Sets,Teddy","Beauty Night","Beauty Night La Luna Teddy Blue","88% polyester, 12% elastane",L/XL,5,21,15,0.1000,Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6213.jpg,"2016-02-12 11:01:10","2017-09-15 16:55:16",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6213.jpg,,,,,,,,,
561,BEAUTYNIGHTBN6213LALUTEDBLUESM,2341,BN6213,"BN6213 Beauty Night La Luna Teddy Blue S/M","La Luna is sensual, alluring and just a little bit raunchy! This stunning open bust teddy is in electric blue, edged with black lace and with a sexy lace up back. Available in black and blue. Item comes packaged in a Beauty Night's Box.","<p>La Luna is sensual, alluring and just a little bit raunchy! This stunning open bust teddy is in electric blue, edged with black lace and with a sexy lace up back. Available in black and blue. Item comes packaged in a Beauty Night's Box.</p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Lingerie Sets,Teddy","Beauty Night","Beauty Night La Luna Teddy Blue","88% polyester, 12% elastane",S/M,5,21,15,0.1000,Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6213.jpg,"2016-02-12 11:01:10","2017-09-15 16:54:36",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6213.jpg,,,,,,,,,
562,BEAUTYNIGHTBN6215MIDNIGHTS/M,2342,BN6215,"Beauty Night Midnight BlackS/M","Super slinky babydoll in black with white lace edging and a lace up front. Matching brief included. Available in black. Item comes packaged in a Beauty Night box. ","<p>Super slinky babydoll in black with white lace edging and a lace up front. Matching brief included. Available in black. Item comes packaged in a Beauty Night box. </p>","Stock Line",green,24.9900,12.7100,"Beauty Night,Babydolls,Lingerie Sets","Beauty Night","Beauty Night Midnight","88% polyester, 12% elastane",S/M,5,21,15,0.1400,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6215.jpg,"2016-02-12 11:01:10","2017-09-15 16:55:54",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6215.jpg,,,,,,,,,
563,BEAUTYNIGHTBN6216GLAMOURSETL/X,2343,BN6216,"BN6216 Beauty Night Glamour Set L/XL","Stunning black lace half cup suspender set with pretty blue floral embroidery. Featuring blue satin ribbons. Matching thong included. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Stunning black lace half cup suspender set with pretty blue floral embroidery. Featuring blue satin ribbons. Matching thong included. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,29.9900,14.7800,"Beauty Night,Lingerie Sets,Bra Sets","Beauty Night","Beauty Night Glamour Set","88% polyester, 12% elastane",L/XL,5,21,15,0.1000,Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6216.jpg,"2016-02-12 11:01:10","2017-09-15 16:55:05",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6216.jpg,,,,,,,,,
564,BEAUTYNIGHTBN6216GLAMOURSETS/M,2344,BN6216,"BN6216 Beauty Night Glamour Set S/M","Stunning black lace half cup suspender set with pretty blue floral embroidery. Featuring blue satin ribbons. Matching thong included. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Stunning black lace half cup suspender set with pretty blue floral embroidery. Featuring blue satin ribbons. Matching thong included. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,29.9900,14.7800,"Beauty Night,Lingerie Sets,Bra Sets","Beauty Night","Beauty Night Glamour Set","88% polyester, 12% elastane",S/M,5,21,15,0.1000,Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6216.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:16",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6216.jpg,,,,,,,,,
565,BEAUTYNIGHTBN6217PRISCILLAL/XL,2345,BN6217,"BN6217 Beauty Night Priscilla L/XL","Sexy wet look stretch top, corset and suspender set with see through embroidered lace panels to the sides and sleeves. Corset has lace up front. Available in black. PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Sexy wet look stretch top, corset and suspender set with see through embroidered lace panels to the sides and sleeves. Corset has lace up front. Available in black.</p><p> PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,29.9900,14.9000,"Beauty Night,Corsets,Wet look","Beauty Night","Beauty Night Priscilla","88% polyester, 12% elastane",L/XL,5,21,15,0.1800,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6217.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:41",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6217.jpg,,,,,,,,,
566,BEAUTYNIGHTBN6217PRISCILLAS/M,2346,BN6217,"BN6217 Beauty Night Priscilla S/M","Sexy wet look stretch top, corset and suspender set with see through embroidered lace panels to the sides and sleeves. Corset has lace up front. Available in black. PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Sexy wet look stretch top, corset and suspender set with see through embroidered lace panels to the sides and sleeves. Corset has lace up front. Available in black.</p><p> PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,29.9900,14.9000,"Beauty Night,Corsets,Wet look","Beauty Night","Beauty Night Priscilla","88% polyester, 12% elastane",S/M,5,21,15,0.1800,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6217.jpg,"2016-02-12 11:01:11","2017-09-15 16:56:02",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6217.jpg,,,,,,,,,
567,BEAUTYNIGHTBN6218CHLOEL/XL,2347,BN6218,"BN6218 Beauty Night Chloe L/XL","Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,19.9900,9.5000,"Beauty Night,Lingerie Sets,Teddy","Beauty Night","Beauty Night Chloe","88% polyester, 12% elastane",L/XL,5,21,15,0.0900,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6218.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:41",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6218.jpg,,,,,,,,,
568,BEAUTYNIGHTBN6218CHLOES/M,2348,BN6218,"Beauty Night Chloe BlackS/M","Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,19.9900,9.5000,"Beauty Night,Lingerie Sets,Teddy","Beauty Night","Beauty Night Chloe","88% polyester, 12% elastane",S/M,5,21,15,0.0900,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6218.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:54",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6218.jpg,,,,,,,,,
569,BEAUTYNIGHTBN6219GLAMCORSETL/X,2349,BN6219,"BN6219 Beauty Night Glamour Corset L/XL","Stunning black lace under bust suspender corset with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Matching thong included. Available in black/blue. PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately. ","<p>Stunning black lace under bust suspender corset with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Matching thong included. Available in black/blue.</p><p> PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately. </p>","Stock Line",green,24.9900,12.7100,"Beauty Night,Lingerie Sets,Corsets","Beauty Night","Beauty Night Glamour Corset","88% polyester, 12% elastane",L/XL,5,21,15,0.1100,Black/Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6219.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:16",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6219.jpg,,,,,,,,,
570,BEAUTYNIGHTBN6219GLAMCORSETS/M,2350,BN6219,"Beauty Night Glamour Corset Black/BlueS/M","Stunning black lace under bust suspender corset with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Matching thong included. Available in black/blue. PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately. ","<p>Stunning black lace under bust suspender corset with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Matching thong included. Available in black/blue.</p><p> PLEASE NOTE: Nipple covers are not included but we have some available to buy separately from our Provocative range. Item comes packaged in a Beauty Night box. The stockings are not included but we have many designs in the Gabriella range which can be bought separately. </p>","Stock Line",green,24.9900,12.7100,"Beauty Night,Lingerie Sets,Corsets","Beauty Night","Beauty Night Glamour Corset","88% polyester, 12% elastane",S/M,5,21,15,0.1100,Black/Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6219.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:54",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6219.jpg,,,,,,,,,
571,BEAUTYNIGHTBN6220GLAMOURTEDDYL,2351,BN6220,"Beauty Night Glamour Teddy Black/BlueL/XL","Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. ","<p>Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. </p>","Stock Line",green,24.9900,12.7100,"Beauty Night,Lingerie Sets,Teddy","Beauty Night","Beauty Night Glamour Teddy","88% polyester, 12% elastane",L/XL,5,21,15,0.0800,Black/Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6220.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:41",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6220.jpg,,,,,,,,,
572,BEAUTYNIGHTBN6220GLAMOURTEDDYS,2352,BN6220,"BN6220 Beauty Night Glamour Teddy S/M","Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. ","<p>Stunning black lace half cup teddy with pretty blue floral embroidery. Featuring blue satin ribbon lace up front. Available in black/blue. Item comes packaged in a Beauty Night box. </p>","Stock Line",red,24.9900,12.7100,"Beauty Night,Lingerie Sets,Teddy","Beauty Night","Beauty Night Glamour Teddy","88% polyester, 12% elastane",S/M,5,21,15,0.0800,Black/Blue,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6220.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:16",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6220.jpg,,,,,,,,,
573,BEAUTYNIGHTBN6221GRACETEDBKL/X,2353,BN6221,"Beauty Night Grace Teddy Black BlackL/XL","Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in black. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in black. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",amber,24.9900,12.6000,"Beauty Night,Body's,Lingerie Sets,Teddy","Beauty Night","Beauty Night Grace Teddy Black","88% polyester, 12% elastane",L/XL,5,21,15,0.0800,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6221.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:16",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6221.jpg,,,,,,,,,
574,BEAUTYNIGHTBN6221GRACETEDBKSM,2354,BN6221,"BN6221 Grace Teddy Black S/M","Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in black. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in black. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Body's,Lingerie Sets,Teddy","Beauty Night","Beauty Night Grace Teddy Black","88% polyester, 12% elastane",S/M,5,21,15,0.0800,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6221.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:41",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6221.jpg,,,,,,,,,
575,BEAUTYNIGHTBN6222GRACETEDWTL/X,2355,BN6222,"BN6222 Grace Teddy White L/XL","Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in white. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in white. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Body's,Lingerie Sets,Teddy","Beauty Night","Beauty Night Grace Teddy White","88% polyester, 12% elastane",L/XL,5,21,15,0.0900,White,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6222.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:41",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6222.jpg,,,,,,,,,
576,BEAUTYNIGHTBN6222GRACETEDWTS/M,2356,BN6222,"Beauty Night Grace Teddy White WhiteS/M","Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in white. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.","<p>Grace is an extremely alluring and daring body. With a halter neck top which ties at the back and a string. Decorated with pretty ruffled lace and ribbon bows. This really is an eye-catching design! Available in white. (Nipples tassles not included but we have some from our Provocative range which are available to buy as accessories). Item comes packaged in a Beauty Night box. PLEASE NOTE: The stockings are not included but we have many designs in the Gabriella range which can be bought separately.</p>","Stock Line",amber,24.9900,12.6000,"Beauty Night,Body's,Lingerie Sets,Teddy","Beauty Night","Beauty Night Grace Teddy White","88% polyester, 12% elastane",S/M,5,21,15,0.0900,White,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6222.jpg,"2016-02-12 11:01:11","2017-09-15 16:55:41",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6222.jpg,,,,,,,,,
577,BEAUTYNIGHTBN6224JUDITHL/XL,2357,BN6224,"Beauty Night Judith BlackL/XL","Judith is a wet look leather effect strapless mini dress with a cut out midriff which has a wide red ribbon tie design. Unique and very sexy! Item comes packaged in a Beauty Night box. ","<p>Judith is a wet look leather effect strapless mini dress with a cut out midriff which has a wide red ribbon tie design. Unique and very sexy! Item comes packaged in a Beauty Night box. </p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Lingerie Sets,Wet look","Beauty Night","Beauty Night Judith","88% polyester, 12% elastane",L/XL,5,21,15,0.1600,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6224.jpg,"2016-02-12 11:01:11","2017-09-15 16:56:07",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6224.jpg,,,,,,,,,
578,BEAUTYNIGHTBN6224JUDITHS/M,2358,BN6224,"Beauty Night Judith BlackS/M","Judith is a wet look leather effect strapless mini dress with a cut out midriff which has a wide red ribbon tie design. Unique and very sexy! Item comes packaged in a Beauty Night box. ","<p>Judith is a wet look leather effect strapless mini dress with a cut out midriff which has a wide red ribbon tie design. Unique and very sexy! Item comes packaged in a Beauty Night box. </p>","Stock Line",green,24.9900,12.6000,"Beauty Night,Lingerie Sets,Wet look","Beauty Night","Beauty Night Judith","88% polyester, 12% elastane",S/M,5,21,15,0.1600,Black,https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6224.jpg,"2016-02-12 11:01:11","2017-09-15 16:56:02",https://www.alterego-lingerie.com/media/catalog/product/b/n/bn6224.jpg,,,,,,,,,
